POND #,PONDNAME,DATE,"LONG (NAD83,DD)","LAT (NAD83,DD)",SO4 (mg L-1),NO3 (mg L-1),Cl (mg L-1),F (mg L-1),ANC (µeq L-1),DIC (mg L-1),DOC (mg L-1),TOTAL P1 (mg L-1),TOTAL P2 (mg L-1),SIO2 (mg L-1),Ca (mg L-1),Mg (mg L-1),Na (mg L-1),K (mg L-1),NH4 (mg L-1),TDAl (µg L-1),TAl (µg L-1),Fe (mg L-1),Mn (mg L-1),Pb (mg L-1),Zn (mg L-1),FIELDPH,LAB_pH,AIR_EQ_pH,TRUCOLOR (PtCo),SCONDUCT (µmhos cm-1)
040750A,WINDFALL POND,7/30/1985,74.83100833,43.80506389,6.28,0.3,0.23,0.078,149.2,2.02,3.3,0.004,0.004,1.8,5.1,0.55,0.33,0.27,,,52,0.02,0.001,0.001,0,6.64,7.39,7.23,10,36.2
040753,WEST POND,7/30/1985,74.88295278,43.81145556,5.6,0.05,0.12,0.072,-3.4,0.38,4.9,0.02,0.014,0.5,1.6,0.27,0.57,0.23,0.01,,195,0.25,0.042,0.004,0.017,5.02,5.25,5.12,40,20.8
040754,SQUASH POND,7/28/1986,74.88601111,43.82562222,4.21,0,0.22,0.039,-45.8,2.74,12.8,,0.015,1.2,0.62,0.12,0.29,0.22,0.01,536,,0.414,0.026,0,0.013,4.38,4.36,4.36,140,25.5
040755,SILVER DOLLAR POND,7/27/1984,74.88823333,43.83062222,6.37,0,0.25,0.037,-46.4,0.65,6.5,0.006,0.004,0.2,0.71,0.15,0.2,0.1,0.01,356,,0.102,0.035,,,4.25,4.26,4.29,40,32.6
040756,MERRIAM LAKE,8/9/1984,74.84545278,43.856175,4.53,0.03,0.31,0.049,-24.9,,,0.01,0.013,0.1,0.64,0.16,0.25,0.41,0.07,199,,0.12,0.032,,,4.57,4.62,4.61,25,23.2
040757,LITTLE CHIEF POND,7/8/1986,74.83128611,43.84450833,5.09,0,0.08,0.055,-26.7,0,8.2,0.012,0.012,3.3,0.72,0.19,0.34,0,0.01,580,,0.233,0.059,0,0.007,4.39,4.44,4.44,60,
040758,GULL LAKE SOUTH,8/8/1984,74.82211944,43.85423056,7.3,0.04,0.17,0.081,-16.4,0.2,,0.011,0.007,0.1,0.96,0.23,0.39,0.34,0.14,364,,0.131,0.046,,,4.41,4.69,4.68,5,26.9
040759,UNNAMED POND,7/31/1984,74.75795278,43.876175,6.72,0.09,0.33,0.101,-7.9,0.18,2.4,0.003,0.003,1.7,1.56,0.28,0.38,0.39,0.02,244,,0.029,0.06,,,4.91,5.01,4.93,5,24.7
040760,OTTER POND,8/21/1984,74.72572778,43.85534167,8.89,0.05,0.27,0.088,40.9,0.42,3.7,0.01,0.011,2.9,2.2,0.34,0.56,0.23,0.29,212,,0.113,0.079,,,5.3,5.42,5.45,15,26.3
040762,GULL LAKE NORTH,8/8/1984,74.81934167,43.86256389,6.28,0.07,0.24,0.064,-7.7,,,0.004,0.003,1.4,0.99,0.21,0.35,0.29,0.08,206,,0.033,0.059,,,4.46,4.86,4.85,5,22.5
040765,UNNAMED POND,7/31/1984,74.79156389,43.88645278,4.84,0,0.48,0.05,-20.4,0.81,12.1,0.028,0.034,0.6,1.32,0.31,0.4,0.41,0,435,,0.605,0.037,,,4.59,4.61,4.59,80,26.6
040766,UNNAMED POND,7/31/1984,74.78684167,43.88756389,4.88,0,0.29,0.046,-22.9,0.73,10.9,0.018,0.017,1.1,1.36,0.29,0.36,0.13,0,430,,0.635,0.043,,,4.59,4.63,4.63,90,25.6
040768,LOWER SISTER LAKE,7/31/1984,74.77739722,43.87173056,5.64,0,0.25,0.067,-5.1,0.33,5.5,0.014,0.014,0.7,1.35,0.3,0.44,0.35,0.02,276,,0.465,0.057,,,4.92,4.97,4.95,60,22.1
040769,UPPER SISTER LAKE,7/31/1984,74.76850833,43.87895278,4.59,0,0.23,0.076,-60.5,0.41,8.5,0.017,0.017,0.5,1.31,0.3,0.47,0.34,0.01,300,,0.665,0.053,,,4.93,4.3,4.28,110,40.6
040770,UNNAMED POND,7/22/1986,74.72711667,43.90200556,4.77,0.04,0.1,0.068,2.6,0.22,8.4,0.011,0.012,1.6,1.38,0.24,0.32,0.12,0.01,395,,0.155,0.049,0,0.015,4.95,4.96,5.01,42,19.2
040771,UNNAMED POND,7/22/1986,74.72822778,43.89061944,5.7,0,0.27,0.209,-11.4,1.43,15,0.012,0.009,3.9,1.63,0.31,0.52,0.12,0,639,,0.236,0.071,0,0.017,4.62,4.56,4.62,100,28.8
040772,SOUTH POND,7/22/1986,74.73017222,43.89200833,5.5,0.04,0.25,0.057,3.3,0.17,1.8,0.004,0.004,1.7,1.05,0.25,0.35,0.31,0.03,235,,0.048,0.09,0,0.018,5.72,6.58,5.09,10,18.7
040773,UNNAMED POND,7/30/1985,74.742675,43.89089722,5.54,0,0.24,0.071,-9.2,0.57,,0.01,0.009,0.6,1.46,0.24,0.45,0.28,,,282,0.11,0.074,0.002,0.01,4.92,4.95,4.95,25,21.7
040774,RUSSIAN LAKE,7/31/1984,74.80656389,43.84145278,6.47,0.28,0.27,0.065,-3.9,0.19,1.9,0.003,0.003,4.4,1.43,0.27,0.38,0.45,0.05,380,,0.046,0.092,,,4.89,4.99,4.95,10,25
040775,MAYS POND,7/8/1986,74.81573056,43.82145278,6.37,0.24,0.24,0.073,,0,1.1,0.004,0.004,2.4,1.84,0.33,0.44,0.29,0.03,137,,0.02,0.103,0,0.02,5.09,5.24,5.19,0,23.8
040775A,PUG HOLE POND,7/30/1985,74.80600833,43.82284167,6.68,0,0.17,0.066,-0.6,0.25,5.6,0.026,0.015,0,1.64,0.3,0.44,0.25,0.27,,625,0.178,0.054,0.001,0.009,5.01,5.1,5.09,35,23.5
040777,CONSTABLE POND,7/31/1984,74.80711944,43.83061944,6.84,0.01,0.31,0.083,-9,0.22,3.5,0.007,0.005,1.9,1.56,0.3,0.44,0.35,,300,,0.121,0.066,,,4.87,4.94,4.93,15,24.7
040778,CHUB LAKE,7/31/1984,74.78683889,43.83256389,6.59,0,0.29,0.083,8,0.13,3.7,0.004,0.004,3.3,1.77,0.33,0.44,0.35,,161,,0.032,0.105,,,5.42,5.48,5.39,15,21.5
040779,PIGEON LAKE,7/31/1984,74.76489444,43.84673056,6.94,0.08,0.27,0.079,-21,0.18,2.9,0.007,0.006,0.4,1.44,0.27,0.35,0.35,0.06,286,,0.049,0.038,,,4.71,4.75,4.72,10,27.1
040782,UNNAMED POND,7/29/1985,74.96878611,43.71256667,5.93,0,2.54,0.084,208.4,3.08,4.3,0.007,,2,4.87,0.86,2.05,0.5,0,,24,0.068,0.009,0.009,0.016,6.79,7.32,7.45,15,43.8
040783,BALD MOUNTAIN POND,8/1/1986,74.92545278,43.73006667,3.46,,87.1,0.076,341.7,5.03,8.6,0.019,0.017,2.6,12.84,1.24,41.6,0.48,0,58,,0.705,0.072,0.002,0,5.38,6.9,7.44,60,
040784,SURPRISE POND,7/25/1986,74.84211667,43.76506667,3.5,0,26.31,0.082,184.1,2.54,7.2,0.04,0.037,1.2,5.87,0.5,13.65,0.54,0.06,17,,0.055,0,0,0.001,6.5,6.97,7.25,25,128.1
040787A,SIXTH LAKE FULTON CHAIN,7/31/1986,74.78183611,43.74506667,5.8,0.16,2.94,0.066,166.7,2.21,4.5,0.041,0.035,3.3,5.16,0.86,2.29,0.42,0.01,50,,0.052,0.003,0,0.001,6.42,7.16,7.21,15,48.6
040788,EAGLES NEST LAKE,8/3/1984,74.72794722,43.76395278,6.63,0.01,0.28,0.049,163.7,2.79,3.9,0.012,0.009,0.1,6.61,0.7,0.28,0.37,0.01,15,,0.012,0.002,,,7.1,7.73,7.33,15,43.8
040789,BUG LAKE,7/31/1985,74.72933611,43.763675,6.89,0.03,0.27,0.036,300.4,4.08,4.3,0.003,0.004,0.9,7.53,0.74,0.19,0.27,0,,32,0,,0,0,7.05,7.65,7.57,10,47.7
040790,EIGHTH LAKE FULTON CHAIN,8/1/1984,74.71294722,43.77006389,6.77,0,2.97,0.082,269.5,2.88,4.1,0.01,0.007,2.9,6.52,0.93,1.99,0.45,,29,,0.008,0.002,,,7.03,8.04,7.45,20,52.9
040792,UNNAMED POND,7/25/1985,74.67072222,43.761175,6.95,0,0.17,0.069,7.5,0.36,6.5,0.016,0.01,0,1.96,0.43,0.51,0.25,0,,132,0.054,0.025,0,0.01,5.13,5.2,5.19,15,23.6
040794,LAKE KATHRYN,7/10/1985,74.84795,43.75034444,4.19,,0.66,0.022,30.1,0.61,8.1,0.036,,0,1.89,0.25,0.44,0.6,0.01,,76,0.133,0.021,0,0.002,5.76,5.92,5.89,70,18.2
040797,UNNAMED POND,8/1/1986,74.93406111,43.70978889,3.07,0,1.58,0.1,268.4,5.42,6.2,0.02,,2.4,4.67,1.42,1.46,0.31,0,12,,0.9,0.265,0,0.004,6.36,6.56,7.44,70,44.5
040798,TWIN POND,8/1/1986,74.94572778,43.70895556,2.5,0,0.34,0.03,-3,0.24,4.6,,0.029,0,0.87,0.19,0.25,0.14,0,35,,0.178,0.026,0,0.012,4.93,5.14,5.08,30,12.9
040802,GRAY LAKE,8/1/1986,74.95795,43.70728889,3.61,0.03,0.83,0.133,302.7,4.18,5.2,,0.039,6.6,4.96,1.26,1.6,0.64,0.06,27,,0.199,0.014,0,0,6.55,7.14,7.52,35,45.4
040803,BLOODSUCKER POND,8/17/1984,75.02128056,43.64173611,5.94,0,0.24,0.061,-17.3,2.2,18.9,0.02,0.015,4.5,3.3,0.39,0.36,0.29,0.03,380,,0.345,0.04,,,4.63,4.58,4.62,125,31.2
040804,NICKS LAKE,7/22/1985,74.99545,43.67145556,6.17,0.15,0.72,0.097,107,1.36,4.4,0.007,0.014,5.4,3.15,0.7,1.05,0.47,0,,73,0.097,0.043,0,0.008,4.58,6.93,7.17,20,31.1
040805,UNNAMED POND,7/29/1986,74.98628333,43.67312222,4.94,0.22,0.82,0.042,35.8,1,7.7,,0.011,6.5,1.71,0.42,0.98,0.27,0,325,,0.247,0.033,0,0.013,5.49,5.88,6.13,50,22.5
040806,UNNAMED POND,7/8/1986,75.02989167,43.62090278,5.05,0.25,0.33,0.145,175,2.1,4.4,0.011,0.012,13.4,3.33,0.81,1.73,0.35,0.01,132,,0.114,0.086,0,0.005,6.28,6.9,7.25,35,34.8
040824,BEAVERDAM POND,7/22/1985,74.85266944,43.69867778,5.69,0,0.17,0.072,-0.9,1.96,10.8,0.014,,0.4,1.95,0.38,0.38,0.29,0.18,,285,0.46,0.043,0.002,0.011,5.04,5.16,5.39,100,23.2
040825,UNNAMED POND,7/11/1986,74.82794722,43.71895556,3.88,0,0.16,0.078,91.8,,14.7,0.028,,5.7,3.3,0.8,1.08,0.11,0.01,179,,0.33,0.022,0,0.004,6.35,6.57,6.92,175,27.8
040826,LIMEKILN LAKE,7/22/1985,74.81266944,43.7134,5.75,0.27,0.57,0.061,8.9,0.23,2.7,0.001,0.002,2.8,2.24,0.37,0.59,0.32,0,,93,0.017,0.046,0.002,0.011,5.67,6.06,6.01,5,23.3
040827,FAWN LAKE,8/7/1984,74.77905833,43.7134,4.94,0,0.31,0.066,,0.45,,0.023,0.023,2.6,2.14,0.36,0.56,0.27,0,410,,1.33,0.006,,,5.55,5.83,6.28,100,19.3
040836,STINK LAKE,8/7/1984,74.80988889,43.6309,4.4,0,0.24,0.108,79,2.75,,0.015,0.015,2.6,2.48,0.58,0.59,0.3,0.01,120,,0.296,0.092,,,5.63,5.95,6.62,100,23.2
040837,BALSAM LAKE,8/7/1984,74.79683056,43.6284,6.3,0.01,0.21,0.088,10,0.36,,0.029,0.046,1.1,1.73,0.4,0.47,0.18,0.2,167,,0.312,0.038,,,5.16,5.37,5.32,45,21.7
040840,UNNAMED POND,7/22/1985,74.81405556,43.67673333,3.83,0,0.19,0.044,-27.7,0.54,11.9,0.014,0.014,0.5,0.92,0.21,0.33,0.06,0,,430,0.59,0.035,0.003,0.01,4.49,4.55,4.56,110,22.3
040841,UNNAMED (KETTLE) POND,7/22/1985,74.81905556,43.67395556,4.57,0,0.39,0.032,-20.5,3.25,11.7,0.006,0.006,1.8,1.04,0.24,0.33,0.17,0.02,,480,0.575,0.05,0.002,0.04,4.45,4.54,4.54,80,26.4
040846,UNNAMED POND,8/7/1984,74.80794722,43.68895556,4.95,0,0.18,0.053,,3,,0.011,0.009,1.7,0.83,0.18,0.26,0.2,0,595,,0.7,0.056,,,4.22,4.27,4.31,160,32.4
040847,MITCHELL POND LOWER,8/7/1984,74.75433333,43.66895556,6.03,0.11,0.29,0.116,107.5,1.4,,0.003,0.003,3.9,3.58,0.49,0.57,0.27,0.02,29,,0.006,0.001,,,6.06,7.02,7.03,15,28.7
040848,MITCHELL POND UPPER,8/7/1984,74.74683333,43.67006667,4.82,0,0.24,0.134,171.6,2.23,,0.006,0.008,5.1,4.54,0.51,0.59,0.22,0.01,23,,0.039,0.007,,,6.26,7.09,7.33,25,31.7
040849,BEAVER LAKE,8/14/1984,74.75183333,43.65117778,5.35,0,0.2,0.085,36.1,0.49,6.9,0.013,0.008,1.8,2.23,0.5,0.45,0.17,0.02,142,,0.165,0.011,,,5.85,6.27,6.35,25,22.6
040850,SQUAW LAKE,8/13/1984,74.73849722,43.63617778,5.86,0.1,0.31,0.037,13.8,0.17,,0.004,0.005,0.3,1.86,0.44,0.33,0.27,0.01,38,,0.014,0.07,,,5.56,6.05,6.07,5,21.2
040851,UNNAMED POND,7/31/1985,74.74738611,43.6284,5.85,0.05,0.17,0.07,79.2,1.96,8.2,0.009,0.009,2.3,3.27,0.39,0.4,0.28,0.13,,164,0.164,0.014,0.002,0.004,6.26,6.24,6.78,45,25.3
040852,INDIAN LAKE,8/7/1984,74.76183056,43.6234,5.65,0,0.12,0.058,-6,0.41,4.3,0.008,0.005,1,1.39,0.28,0.29,0.07,0,298,,0.158,0.048,,,4.7,4.88,4.89,30,20.8
040853,MUSKRAT POND,8/13/1984,74.73988611,43.61812222,4.72,0,0.26,0.049,25.7,0.72,4.6,0.024,0.02,0.2,1.48,0.3,0.46,0.12,0.25,246,,0.169,0.04,,,5.63,6.03,6.28,35,18.5
040854,HORN LAKE,7/22/1985,74.82099722,43.60145556,4.9,0.27,0.24,0.033,13.8,0.35,2.6,0.004,0.012,1.2,1.88,0.32,0.36,0.21,0.03,,79,0.053,0.03,0.001,0.011,5.55,5.75,5.8,5,19.3
040855,MOUNTAIN LAKE,8/7/1984,74.80238611,43.57923333,5.9,0,0.22,0.045,-50,0.91,5.5,0.009,0.01,0.7,0.78,0.17,0.2,0.14,0.04,418,,0.39,0.029,,,4.23,4.35,4.38,50,31
040856,UNNAMED POND,7/22/1985,74.78488611,43.58256667,5.69,0,0.17,0.04,-79.6,0.46,8.5,0.021,0.02,0,0.54,0.17,0.27,0.06,0,,270,0.078,0.038,0.002,0.011,4.11,4.14,4.13,50,38.4
040857A,UNNAMED POND,7/22/1985,74.79238333,43.56673333,4.86,0,0.31,0.034,-43.2,0.83,11.1,0.013,0.014,1.1,0.84,0.23,0.36,0.15,0.03,,405,0.52,0.024,0.003,0.007,4.32,4.4,4.42,100,31.6
040858,UNNAMED POND,8/7/1984,74.79905278,43.57617778,5.29,0,0.11,0.044,-61.7,0.55,9.3,0.019,0.017,1.9,0.79,0.17,0.27,0.19,0,395,,0.266,0.018,,,4.18,4.28,4.3,80,32.1
040859,TWIN LAKE LOWER,7/22/1985,74.81293889,43.56256667,4.42,0,0.1,0.027,-47.9,0.71,13.1,0.024,0.026,0.2,0.92,0.32,0.24,0.03,0.01,,1240,0.38,0.022,0.004,0.009,4.33,4.34,4.38,90,30.1
040860,TWIN LAKE UPPER,8/7/1984,74.81238333,43.56256667,5.32,0,0.19,0.043,-57,2,8.3,0.007,0.008,1.1,0.76,0.15,0.21,0.1,0,390,,0.585,0.036,,,4.21,4.3,4.33,100,31.4
040861,LITTLE DEER LAKE,8/7/1984,74.81738333,43.5634,6.49,0,0.15,0.056,-28.1,0.37,4.5,0.009,0.008,1.1,1.06,0.24,0.3,0.03,0,250,,0.111,0.03,,,4.43,4.53,4.54,30,27.2
040862,CARTER MUDHOLE,7/31/1985,74.75043889,43.58228889,7.3,0,0.32,0.035,38.8,0.76,4.6,0.023,,0,1.93,0.31,0.46,0.35,0.42,,4100,0.121,0.054,0.003,0.007,5.57,5.7,5.86,25,22.4
040863,UNNAMED POND,7/8/1986,74.71849444,43.58117778,6.42,0.03,0.21,0.049,-17.2,0,3.2,0.009,0.01,0.3,1.16,0.26,0.34,0.15,0.05,339,,0.047,0.051,0,0.019,4.62,4.71,4.7,10,25.8
040864A,UNNAMED POND,8/27/1985,74.70932778,43.60978889,3.39,0,0.35,0.031,38.8,1.11,,0.026,0.028,0.7,1.45,0.41,0.45,0.11,,,363,0.8,0.058,0,0.01,5.78,5.95,6.28,80,16
040866,DEEP LAKE,8/21/1984,74.66405,43.61617778,4.79,0.06,0.28,0.031,-17.2,0.4,2.6,0.003,0.004,2.7,1.22,0.28,0.35,0.22,0.03,368,,0.047,0.047,,,4.64,4.72,4.7,5,25.3
040868,TWIN LAKES WEST,7/31/1985,74.64182778,43.61812222,5.83,0,0.46,0.027,-20.5,0.79,7.4,0.016,0.022,0.6,1,0.23,0.4,0.27,0.01,,1257,0.464,0.032,0.004,0.011,4.75,4.69,4.68,40,23.6
040869,TWIN LAKE WEST,8/22/1984,74.64127222,43.61756667,5.9,0,0.25,0.03,-28.8,0.65,7.5,0.024,0.013,1.5,1.1,0.22,0.35,0.2,0.02,326,,0.234,0.048,,,4.54,4.61,4.59,40,24.4
040870,TWIN LAKE EAST,8/22/1984,74.63516111,43.62034444,4.46,0,0.24,0.025,-26.9,0.78,5.8,0.021,0.014,0.6,0.95,0.19,0.32,0.28,0.02,258,,0.232,0.034,,,4.69,4.7,4.6,35,21.4
040871,UNNAMED POND,7/8/1986,74.69516111,43.61312222,5.84,0.05,0.22,0.034,-15.8,0,4.6,0.01,0.006,2.7,1.14,0.22,0.33,0.05,0.01,564,,0.05,0.059,0,0.024,4.59,4.69,4.67,20,25
040872,UNNAMED POND,7/31/1985,74.68488333,43.6159,6.04,0,6.42,0.01,-0.2,0.88,8.9,0.037,0.046,1.4,1.72,0.56,0.64,1.8,0,,,0.936,0.033,0.004,0.013,5.21,5.03,5.05,60,19
040873,WOLF LAKE,8/21/1984,74.65599444,43.63006667,3.99,0,0.16,0.023,-27.4,1.29,6.2,0.005,0.005,1.6,0.94,0.19,0.29,0.12,0.02,825,,0.286,0.04,,,4.47,4.53,4.53,35,24.8
040874,BROOK TROUT LAKE,8/20/1984,74.66210556,43.60006667,5.18,0.13,0.24,0.044,,0.39,0.7,0.002,0.002,3.1,1.43,0.3,0.35,0.25,,252,,0.036,0.124,,,5.09,5.13,5.08,5,21.6
040875,NORTHRUP LAKE,7/8/1986,74.68516111,43.58006667,5.17,0.08,0.26,0.044,11,0,3.2,0.012,0.006,2.6,1.38,0.36,0.4,0.14,0.01,134,,0.03,0.057,0,0.01,5.34,5.53,5.63,10,19.4
040876,ICEHOUSE POND,8/2/1984,74.70321944,43.66617778,5.82,0,0.24,0.034,37.5,0.46,6,0.02,0.023,0.2,2,0.8,0.14,0.26,0,43,,0.016,0.009,,,5.97,6.46,6.39,35,23.4
040877,HELLDIVER POND,8/2/1984,74.69960833,43.66951111,5.27,0,0.2,0.071,13.3,0.67,13.2,0.233,0.123,3.9,2.43,0.39,0.33,0.21,0,202,,0.655,0.041,,,5,5.23,5.28,120,23.4
040878,LOST POND WEST,8/2/1984,74.67821944,43.68867778,4.92,0,0.3,0.108,227.8,3.19,4.4,0.012,0.012,1.6,5.5,0.55,0.47,0.36,0,9,,0.064,0.011,,,6.91,7.04,7.54,25,38.5
040879,LOST PONDS EAST,8/2/1984,74.66571944,43.68784444,4.92,0,0.31,0.064,233.8,3.03,4.2,0.03,0.014,1.6,5.8,0.54,0.47,0.37,0,17,,0.064,0.009,,,6.91,7.26,7.59,25,39.7
040880,BEAR POND,7/31/1985,74.69961111,43.70756667,6.1,0,0.11,0.094,13.4,0.37,10.5,0.008,0.033,0,1.72,0.41,0.59,0.24,,,275,0.384,0.045,0,0.007,5.27,5.29,5.29,50,20.8
040881,LOST POND,8/1/1985,74.66571944,43.68812222,5.93,0.02,0.44,0.128,67.3,1.55,9.2,0.023,0.023,2.4,2.62,0.59,0.99,0.44,0.01,,560,0.644,0.039,0.028,0.011,5.78,6.13,6.58,120,26.4
040885,FALLS POND,8/20/1984,74.68293889,43.63256667,5.2,0,0.13,0.03,-10.1,0.97,4.4,0.007,0.008,0.1,1.12,0.29,0.22,0.2,,147,,0.192,0.047,,,4.95,4.79,4.8,25,20.3
040886,JIMMY POND,8/22/1984,74.63405,43.63478889,4.36,0,0.14,0.039,-37.2,1.18,10.4,0.014,0.013,2.5,0.75,0.16,0.24,0.03,0.01,399,,0.492,0.03,,,4.35,4.43,4.41,80,24.8
040887,LOST POND,8/24/1984,74.55793611,43.64673333,3.94,0,0.16,0.067,4,0.84,9.7,0.007,0.009,2.7,1.23,0.3,0.55,0.07,0.01,197,,0.398,0.036,,,5.08,5.13,5.15,70,15.7
040888,SLY POND,8/24/1984,74.59571667,43.67228889,7.3,0,0.07,0.042,-40.1,0.57,3.4,0.007,0.007,0,0.9,0.21,0.2,0.02,0.03,396,,0.113,0.044,,,4.64,4.42,4.45,15,28.6
040889,CELLAR POND,7/31/1985,74.54016111,43.72395556,5.37,0,0.2,0.04,-42.1,0.82,9.3,0.01,0.011,0.2,0.76,0.21,0.37,0.04,0,,435,0.556,0.039,0,0.012,4.39,4.4,4.4,60,26.3
040890,LITTLE MOOSE LAKE,7/31/1985,74.54071389,43.68228889,4.7,0,0.2,0.057,237.2,2.72,4.7,0.028,,3.4,3.87,1.15,1.09,0.29,0,,400,0.058,0.002,0,0.001,5.93,8.23,7.47,15,34.5
040905,BARNES LAKE,7/23/1985,75.22628333,43.56451389,2.87,0,0.21,0.022,-25,0.5,8.9,0.012,0.011,0,0.54,0.13,0.08,0.21,0,,35,0.067,0.032,0.001,0.004,4.59,4.67,4.64,15,14.9
040906,UNNAMED POND,7/23/1985,75.14655833,43.59506944,5.15,0,0.14,0.093,-4.3,1.02,6.5,0.011,0.011,0,1.52,0.24,0.42,0.14,0,,146,0.103,0.043,0,0.008,4.87,4.88,4.95,45,20.3
040907,ROUND POND,8/6/1984,75.14266944,43.595625,6,0,0.28,0.094,-5.6,0.36,4.3,0.012,0.022,0.1,1.38,0.24,0.43,0.28,0.01,160,,0.111,0.053,,,4.93,5.01,4.98,25,21.5
040909,POPLAR POND,8/9/1984,75.23016944,43.530625,2.65,0,0.17,0.037,-32.4,0.33,,0.013,0.015,0,0.4,0.1,0.04,0.16,0,37,,0.08,0.032,,,4.41,4.46,4.48,25,19.6
040910,BUCK LAKE,7/8/1986,75.21628056,43.55201389,4.32,0,0.27,0.057,20.1,0,6.5,0.02,0.018,0.1,2.58,0.25,0.38,0.24,0.01,33,,0.052,0.022,0,0.003,5.85,5.76,6.17,30,16.1
040918,DOE POND,7/25/1986,75.19683333,43.50951389,1.75,0,0.14,0.033,-30.4,2.1,10.8,0.064,0.04,0.2,0.49,0.1,0.05,0.34,0.04,24,,0.094,0.035,0,0.006,4.57,4.5,4.52,20,17.7
040920,ROUND LAKE,7/8/1986,75.17655556,43.52923611,5.06,0,2.05,0.074,174.2,2.21,4.2,0.006,0.006,1.3,4.14,0.66,1.41,0.43,0.01,19,,0.006,0.004,0,0.008,6.49,7.34,7.3,10,38.7
040921,DEER POND,7/23/1985,75.17044444,43.53673611,5.33,0,2.23,0.085,156.9,2.76,4.7,0.008,0.009,4.6,4.05,0.8,1.81,0.47,0,,49,0.357,0.087,0.001,0.005,6.63,6.86,7.38,35,41.1
040922,LONG LAKE,7/23/1985,75.15878056,43.54756944,5.74,0.09,3.89,0.107,82.5,1.18,4.8,0.009,0.011,3.3,3.48,0.58,2.72,0.41,0,,104,0.074,0.002,0.001,0.006,6.8,6.85,7.11,20,40.1
040923,BRANDY LAKE,7/23/1985,75.15405833,43.56840278,5.7,0.07,0.24,0.065,29.9,0.61,4.6,0.009,0.008,1.9,2.09,0.35,0.5,0.33,0,,95,0.077,0.062,0,0.007,5.87,6.03,6.43,15,20.6
040924,UNNAMED POND,7/23/1985,75.14294722,43.57173611,4.12,0,3.09,0.116,107.8,4.46,9.5,0.023,0.017,4,3.45,0.55,2.36,0.32,0.16,,267,0.51,0.06,0,0.01,5.88,6.01,7.06,100,37.2
040925,LOST POND,7/23/1985,75.13294722,43.58840278,5.78,0.05,0.15,0.107,33.4,0.81,11.4,0.018,0.018,3.4,2.67,0.37,0.7,0.35,0,,388,0.167,0.077,0,0.009,5.63,5.7,6.02,80,24.2
040926,OTTER LAKE,7/30/1985,75.12600278,43.58701389,4.56,0,9.06,0.107,201.6,2.74,6.6,0.018,0.013,1,5.67,0.79,6.22,0.65,,,58,0.314,0.013,0,0.007,6.7,7.08,7.34,40,69.8
040927,MUDHOLE POND,7/23/1985,75.19433611,43.53201389,5.84,0,0.19,0.044,49.6,0.96,4.4,0.012,0.01,0.1,2.74,0.45,0.37,0.09,0,,37,0.042,0.004,0.001,0,6.23,6.67,6.88,15,23.2
040935,ALDER POND,7/8/1986,75.20766667,43.438125,5.38,0.15,2.98,0.054,1927,22.25,4.5,0.006,0.006,4.9,40.68,2.01,1.93,0.46,0.05,48,,0.235,0.056,0,0.001,6.85,7.9,8.35,25,198.7
040937,UNNAMED POND,7/28/1986,75.24155833,43.45951389,6.2,0.35,2.53,0.051,1476,17.46,5.2,0.019,0.032,4.5,26.08,1.4,1.49,0.85,0.01,69,,0.231,0.036,0,0,7.42,7.82,8.1,35,159.8
040944,FORESTPORT RESERVOIR,7/29/1986,75.20627778,43.44006944,4.77,0.14,0.79,0.096,371,5.05,6.6,0.013,0.012,7.8,7.14,0.76,0.95,0.3,0.01,122,,0.274,0.027,0,0.005,6.65,7.17,7.56,60,51.2
040946,UNNAMED POND,7/29/1986,75.10488611,43.44173611,0.7,0,0.18,0.043,-38.1,2.44,19.7,0.076,0.102,0.3,0.16,0.07,0.06,0.23,0,5,,0.092,0.014,0,0.006,4.35,4.36,4.39,140,18.8
040948,DEAD LAKE,8/10/1984,75.07293889,43.44868056,3.52,0,0.54,0.024,0.4,0.11,5.5,0.027,0.026,0.1,1.27,0.26,0.24,0.39,0.02,53,,0.119,0.042,,,5.29,5.4,5.31,45,15.4
040949,STONE DAM LAKE,7/31/1985,75.04932778,43.49173611,5.85,0.06,0.3,0.105,73.1,1.2,6.5,0.013,0.01,6.6,2.83,0.5,0.92,0.23,0.01,,230,0.392,0.046,0.002,0.012,6.04,6.6,6.76,40,25.4
040951,LITTLE WOODHULL LAKE,8/7/1984,74.99182778,43.52784722,4.83,0,0.13,0.114,53.2,1.37,8.1,0.026,,3.1,2.16,0.54,0.65,0.08,0,182,,0.272,0.028,,,5.72,6.01,6.51,80,21.5
040952,LILY LAKE,8/7/1984,74.99710833,43.53284722,7.07,0,0.26,0.08,-26,0.55,5.1,0.025,0.012,0,1.18,0.26,0.39,0.23,0,290,,0.148,0.038,,,4.42,4.55,4.56,30,28.1
040958,WHITE LAKE,7/8/1986,75.14433333,43.54534722,6.16,0.13,12.3,0.108,166.2,2.16,2.6,0.002,0.002,2.3,5.02,0.64,7.08,0.5,0.01,14,,0.033,0.005,0,0.002,6.19,7.18,7.29,0,73.4
040963,GRANNY MARSH POND,7/23/1985,75.08433333,43.57229167,3.28,0,0.09,0.12,17.8,2.08,13.4,0.011,0.013,1.1,1.6,0.31,0.5,0.1,0,,201,0.342,0.024,0,0.006,5.03,5.22,5.25,110,17.9
